title,division,conference,state,location,link,roster_link
Trinity University,D3,Southern Collegiate Athletic Conference,TX,"San Antonio, TX",https://www.trinitytigers.com/sports/bsb/index,https://www.trinitytigers.com/sports/bsb/2020-21/roster
Tufts University,D3,New England Small College Athletic Conference,MA,"Medford, MA",https://www.gotuftsjumbos.com/sports/bsb/index,https://www.gotuftsjumbos.com/sports/bsb/2020-21/roster
U.S. Coast Guard Academy,D3,New England Women's and Men's Athletic Conference,CT,"New London, CT",http://www.uscgasports.com/sports/bsb/index,http://www.uscgasports.com/sports/bsb/2020-21/roster
U.S. Merchant Marine Academy,D3,Skyline Conference,NY,"Kings Point, NY",https://www.kpmariners.com/sports/bsb/index,http://usmmasports.com/sports/baseball/roster?path=baseball
Union College,D3,Liberty League,NY,"Schenectady, NY",https://unionathletics.com/index.aspx?path=baseball,https://unionathletics.com/sports/baseball/roster
University of Chicago,D3,Midwest Conference,IL,"Chicago, IL",https://athletics.uchicago.edu/sports/bsb/index,https://athletics.uchicago.edu/sports/bsb/2020-21/roster
University of Dallas,D3,Southern Collegiate Athletic Conference,TX,"Irving, TX",https://www.udallasathletics.com/sports/bsb/index,https://www.udallasathletics.com/sports/bsb/2020-21/roster
University of Dubuque,D3,American Rivers Conference,IA,"Dubuque, IA",https://www.dbq.edu/Athletics/MensAthletics/Baseball/,https://udspartans.com/sports/baseball/roster
University of La Verne,D3,Southern California Intercollegiate Athletic Conference,CA,"La Verne, CA",https://www.leopardathletics.com/sports/bsb/index,https://www.leopardathletics.com/sports/bsb/2020-21/roster
University of Lynchburg,D3,Old Dominion Athletic Conference,VA,"Lynchburg, VA",https://www.lynchburgsports.com/sports/bsb/index,https://www.lynchburgsports.com/sports/bsb/2020-21/roster
University of Maine at Presque Isle,D3,North Atlantic Conference,ME,"Presque Isle, ME",http://owls.umpi.edu/sports/bsb/index,http://owls.umpi.edu/sports/bsb/2020-21/roster
"University of Maine, Farmington",D3,North Atlantic Conference,ME,"Farmington, ME",https://athletics.umf.maine.edu/sports/bsb/index,https://athletics.umf.maine.edu/sports/bsb/2020-21/roster
University of Mary Hardin-Baylor,D3,American Southwest Conference,TX,"Belton, TX",https://cruathletics.com/roster.aspx?path=baseball,https://cruathletics.com/sports/baseball/roster
University of Mary Washington,D3,Capital Athletic Conference Inc.,VA,"Fredericksburg, VA",https://umweagles.com/sports/bsb/index,https://umweagles.com/sports/bsb/2020-21/roster
University of Massachusetts Boston,D3,Little East Conference,MA,"Boston, MA",https://www.beaconsathletics.com/sports/m-basebl/index,https://www.beaconsathletics.com/sports/baseball/roster
"University of Massachusetts, Dartmouth",D3,Little East Conference,MA,"Dartmouth, MA",https://www.corsairathletics.com/sports/m-basebl/index,https://corsairathletics.com/sports/baseball/roster
"University of Minnesota, Morris",D3,Upper Midwest Athletic Conference,MN,"Morris, MN",https://morriscougars.com/index.aspx?path=baseball,https://morriscougars.com/sports/baseball/roster
University of Mount Union,D3,Ohio Athletic Conference,OH,"Alliance, OH",http://athletics.mountunion.edu/sports/bsb/index,http://athletics.mountunion.edu/sports/bsb/2020-21/roster
University of Northwestern-St. Paul,D3,Upper Midwest Athletic Conference,MN,"Roseville, MN",https://unweagles.com/index.aspx?path=baseball,https://unweagles.com/roster.aspx?path=baseball
"University of Pittsburgh, Bradford",D3,Allegheny Mountain Collegiate Conference,PA,"Bradford, PA",http://athletics.pittbradford.org/sports/bsb/index,http://athletics.pittbradford.org/sports/bsb/2020-21/roster
"University of Pittsburgh, Greensburg",D3,Allegheny Mountain Collegiate Conference,PA,"Greensburg, PA",https://pittgreensburgathletics.com/index.aspx?path=baseball,https://pittgreensburgathletics.com/sports/baseball/roster
University of Puget Sound,D3,Northwest Conference,WA,"Tacoma, WA",https://www.loggerathletics.com/sports/bsb/index,https://www.loggerathletics.com/sports/bsb/2020-21/roster
University of Redlands,D3,Southern California Intercollegiate Athletic Conference,CA,"Redlands, CA",https://www.goredlands.com/sports/bsb/index,https://www.goredlands.com/sports/bsb/2020-21/roster
University of Rochester,D3,Liberty League,NY,"Rochester, NY",https://uofrathletics.com/index.aspx?path=baseball,https://uofrathletics.com/sports/baseball/roster
University of Scranton,D3,Landmark Conference,PA,"Scranton, PA",https://athletics.scranton.edu/sports/bsb/index,https://athletics.scranton.edu/sports/bsb/2020-21/roster
University of Southern Maine,D3,Little East Conference,ME,"Gorham, ME",https://www.southernmainehuskies.com/sports/bsb/index,https://southernmainehuskies.com/sports/baseball-stats/roster
"University of St. Thomas, Minnesota",D3,Minnesota Intercollegiate Athletic Conference,MN,"St. Paul, MN",https://www.tommiesports.com/sports/bsb/index,https://www.tommiesports.com/sports/baseball/roster
"University of St. Thomas, Texas",D3,Southern Collegiate Athletic Conference,TX,"Houston, TX",http://www.ustcelts.com/sport/0/13.php,https://www.ustcelts.com/sports/bsb/2020-21/roster
University of Texas at Dallas,D3,American Southwest Conference,TX,"Richardson, TX",https://utdcomets.com/index.aspx?path=baseball,https://utdcomets.com/sports/baseball/roster
University of Valley Forge,D3,Colonial States Athletic Conference,PA,"Phoenixville, PA",https://uvfpatriots.com/index.aspx?path=baseball,https://uvfpatriots.com/sports/baseball/roster
"University of Wisconsin, La Crosse",D3,Wisconsin Intercollegiate Athletic Conference,WI,"La Crosse, WI",https://uwlathletics.com/index.aspx?path=baseball,https://uwlathletics.com/sports/baseball/roster
"University of Wisconsin, Oshkosh",D3,Wisconsin Intercollegiate Athletic Conference,WI,"Oshkosh, WI",https://www.uwoshkoshtitans.com/sports/bsb/index,https://www.uwoshkoshtitans.com/sports/bsb/2020-21/roster
"University of Wisconsin, Platteville",D3,Wisconsin Intercollegiate Athletic Conference,WI,"Platteville, WI",https://letsgopioneers.com/sports/bsb/index,https://letsgopioneers.com/sports/bsb/2020-21/roster
"University of Wisconsin, Stevens Point",D3,Wisconsin Intercollegiate Athletic Conference,WI,"Stevens Point, WI",https://athletics.uwsp.edu/index.aspx?path=baseball,https://athletics.uwsp.edu/sports/baseball/roster
"University of Wisconsin, Stout",D3,Wisconsin Intercollegiate Athletic Conference,WI,"Menomonie, WI",https://athletics.uwstout.edu/index.aspx?path=baseball,https://athletics.uwstout.edu/sports/baseball/roster
"University of Wisconsin, Superior",D3,Upper Midwest Athletic Conference,WI,"Superior, WI",https://uwsyellowjackets.com/index.aspx?path=baseball,https://uwsyellowjackets.com/sports/baseball/roster
"University of Wisconsin, Whitewater",D3,Wisconsin Intercollegiate Athletic Conference,WI,"Whitewater, WI",https://uwwsports.com/index.aspx?path=baseball,https://uwwsports.com/sports/baseball/roster
University of the Ozarks,D3,American Southwest Conference,AR,"Clarksville, AR",https://uofoathletics.com/sports/bsb/index,https://uofoathletics.com/sports/bsb/2020-21/roster
Ursinus College,D3,Centennial Conference,PA,"Collegeville, PA",https://www.ursinusathletics.com/sports/bsb/index,https://www.ursinusathletics.com/sports/bsb/2020-21/roster
Utica College,D3,Empire 8 Athletic Conference,NY,"Utica, NY",https://ucpioneers.com/index.aspx,https://ucpioneers.com/sports/baseball/roster
Vassar College,D3,Liberty League,NY,"Poughkeepsie, NY",https://www.vassarathletics.com/index.aspx?path=baseball,https://www.vassarathletics.com/sports/baseball/roster
Virginia Wesleyan University,D3,Old Dominion Athletic Conference,VA,"Virginia Beach, VA",https://www.vwuathletics.com/sports/bsb/index,https://vwuathletics.com/sports/baseball/roster
Wabash College,D3,North Coast Athletic Conference,IN,"Crawfordsville, IN",https://sports.wabash.edu/sports/baseball,https://sports.wabash.edu/sports/baseball/roster
Wartburg College,D3,American Rivers Conference,IA,"Waverly, IA",https://go-knights.net/index.aspx?path=baseball,https://go-knights.net/sports/baseball/roster
Washington & Jefferson College,D3,Presidents' Athletic Conference,PA,"Washington, PA",https://gopresidents.com/index.aspx?path=baseball,https://gopresidents.com/sports/baseball/roster
Washington & Lee University,D3,Old Dominion Athletic Conference,VA,"Lexington, VA",https://www.generalssports.com/sports/bsb/index,https://generalssports.com/sports/baseball/roster
Washington College,D3,Centennial Conference,MD,"Chestertown, MD",https://www.washingtoncollegesports.com/sports/bsb/index,https://www.washingtoncollegesports.com/sports/bsb/2020-21/roster
Washington University in St. Louis,D3,University Athletic Association,MO,"St. Louis, MD",https://www.washubears.com/sports/bsb/index,https://www.washubears.com/sports/bsb/2020-21/roster
Waynesburg University,D3,Presidents' Athletic Conference,PA,"Waynesburg, PA",https://waynesburgsports.com/index.aspx?path=baseball,https://waynesburgsports.com/sports/baseball/roster
Webster University,D3,St. Louis Intercollegiate Athletic Conference,MO,"Webster Groves, MO",https://websterathletics.com/index.aspx?path=baseball,https://websterathletics.com/sports/baseball/roster
Wells College,D3,North Eastern Athletic Conference,NY,"Aurora, NY",https://www.wells-express.com/sports/bsb/index,https://www.wells-express.com/sports/bsb/2020-21/roster
Wentworth Institute of Technology,D3,Commonwealth Coast Conference,MA,"Boston, MA",https://www.wentworthathletics.com/sports/bsb/index,https://www.wentworthathletics.com/sports/bsb/2020-21/roster
Wesley College,D3,Atlantic East Conference,DE,"Dover, DE",https://gowesleyathletics.com/sports/bsb/index,https://gowesleyathletics.com/sports/bsb/2020-21/roster
Wesleyan University,D3,New England Small College Athletic Conference,CT,"Middletown, CT",https://athletics.wesleyan.edu/sports/bsb/index,https://athletics.wesleyan.edu/sports/baseball/roster
Western Connecticut State University,D3,Little East Conference,CT,"Danbury, CT",https://westconnathletics.com/sports/bsb/index,https://westconnathletics.com/sports/baseball/roster
Western New England University,D3,Commonwealth Coast Conference,MA,"Springfield, MA",http://www.wnegoldenbears.com/sports/bsb/index,http://www.wnegoldenbears.com/sports/bsb/2020-21/roster
Westfield State University,D3,Massachusetts State Collegiate Athletic Conference,MA,"Westfield, MA",https://www.westfieldstateowls.com/sports/bsb/index,https://www.westfieldstateowls.com/sports/bsb/2020-21/roster
"Westminster College, Missouri",D3,St. Louis Intercollegiate Athletic Conference,MO,"Fulton, MO",http://wcbluejays.com/sports/bsb/index,http://wcbluejays.com/sports/bsb/2020-21/roster
"Westminster College, Pennsylvania",D3,Presidents' Athletic Conference,PA,"Wilmington, PA",https://athletics.westminster.edu/index.aspx?path=baseball,https://athletics.westminster.edu/roster.aspx?path=baseball
Wheaton College,D3,College Conference of Illinois & Wisconsin,IL,"Wheaton, IL",https://athletics.wheaton.edu/index.aspx?path=baseball,https://athletics.wheaton.edu/sports/baseball/roster
Wheaton College,D3,New England Women's and Men's Athletic Conference,MA,"Norton, MA",https://athletics.wheatoncollege.edu/sports/bsb/index,https://athletics.wheatoncollege.edu/sports/bsb/2020-21/roster
Whitman College,D3,Northwest Conference,WA,"Walla Walla, WA",https://athletics.whitman.edu/index.aspx?path=baseball,https://athletics.whitman.edu/sports/baseball/roster
Whittier College,D3,Southern California Intercollegiate Athletic Conference,CA,"Whittier, CA",https://www.wcpoets.com/sports/bsb/index,https://www.wcpoets.com/sports/bsb/2020-21/roster
Whitworth University,D3,Northwest Conference,WA,"Spokane, WA",https://www.whitworthpirates.com/sports/bsb/index,https://www.whitworthpirates.com/sports/bsb/2020-21/roster
Widener University,D3,Middle Atlantic Conference,PA,"Chester, PA",https://widenerpride.com/index.aspx?path=baseball,https://widenerpride.com/sports/baseball/roster
Wilkes University,D3,Middle Atlantic Conference,PA,"Wilkes-Barre, PA",https://gowilkesu.com/index.aspx?path=baseball,https://gowilkesu.com/sports/baseball/roster
Willamette University,D3,Northwest Conference,OR,"Salem, OR",https://www.wubearcats.com/sports/bsb/index,https://www.wubearcats.com/sports/bsb/2020-21/roster
William Paterson University,D3,New Jersey Athletic Conference,NJ,"Wayne, NJ",https://www.wpupioneers.com/index.aspx?path=baseball,https://www.wpupioneers.com/roster.aspx?path=baseball
William Peace University,D3,USA South Athletic Conference,NC,"Raleigh, NC",https://gopeacepacers.com/index.aspx?path=baseball,https://gopeacepacers.com/sports/baseball/roster
Williams College,D3,New England Small College Athletic Conference,MA,"Williamstown, MA",https://ephsports.williams.edu/sports/bsb/index,https://ephsports.williams.edu/sports/baseball/roster
Wilmington College,D3,Ohio Athletic Conference,OH,"Wilmington, OH",http://www.wilmingtonquakers.com/sports/bsb/index,http://www.wilmingtonquakers.com/sports/bsb/2020-21/roster
Wilson College,D3,Colonial States Athletic Conference,PA,"Chambersburg, PA",https://wilsonphoenix.com/index.aspx?path=baseball,https://wilsonphoenix.com/sports/baseball/roster
Wisconsin Lutheran College,D3,Northern Athletics Collegiate Conference,WI,"Milwaukee, WI",https://www.wlcsports.com/sports/bsb/index,https://www.wlcsports.com/sports/bsb/2020-21/roster
Wittenberg University,D3,North Coast Athletic Conference,OH,"Springfield, OH",https://www.wittenbergtigers.com/sports/bsb/index,https://www.wittenbergtigers.com/sports/bsb/2020-21/roster
Worcester Polytechnic Institute,D3,New England Women's and Men's Athletic Conference,MA,"Worcester, MA",https://athletics.wpi.edu/sports/bsb/index,https://athletics.wpi.edu/sports/bsb/2020-21/roster
Worcester State University,D3,Massachusetts State Collegiate Athletic Conference,MA,"Worcester, MA",https://www.wsulancers.com/sports/bsb/index,https://www.wsulancers.com/sports/bsb/2020-21/roster
Yeshiva University,D3,Skyline Conference,NY,"New York, NY",https://yumacs.com/index.aspx?path=baseball,https://yumacs.com/sports/baseball/roster
York College,D3,Capital Athletic Conference Inc.,PA,"York, PA",https://www.ycpspartans.com/sports/bsb/index,https://www.ycpspartans.com/sports/bsb/2020-21/roster
Aquinas College,NAIA,WHAC,MI,Grand Rapids,,https://aqsaints.com/sports/baseball/roster
Arizona Christian University,NAIA,GSAC,AZ,Phoenix,,https://www.acufirestorm.com/roster/18/3
Asbury University,NAIA,RSC,KY,Wilmore,,https://asburyeagles.com/sports/baseball/roster?print=true
Ave Maria University,NAIA,TSC,FL,Ave Maria,,https://avemariagyrenes.com/sports/baseball/roster
Avila University,NAIA,KCAC,MO,Kansas City,,https://www.avilaathletics.com/roster/30/3
Bacone College,NAIA,A.I.I.,OK,Muskogee,,https://www.baconeathletics.com/roster/21/3
Baker University,NAIA,HAAC,KS,Baldwin City,,https://www.bakerwildcats.com/roster/0/3.php
Bellevue University,NAIA,North Star,NE,Bellevue,,https://www.bubruins.com/sports/bsb/2020-21/roster
Benedictine College,NAIA,HAAC,KS,Atchison,,https://www.ravenathletics.com/roster/0/3.php
